"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Gap","Movement","Max Profit","Max Loss"
"2026-01-05","14:45:00",6902.79,"1 Jan 5 6910 C STO 1.25 | 1 Jan 5 6955 C BTO 0.05",115,6908.16,"2026-01-05","15:13:00",265,"Stop Loss",-155,-134.7826086956522,1,102647,4385,"",2.5,2.5,25,46,33.72,10.6,34.78,-113.04
"2026-01-05","14:30:00",6908.32,"1 Jan 5 6910 C STO 2.50 | 1 Jan 5 6955 C BTO 0.05",240,6902.05,"2026-01-05","16:00:00",0,"Expired",237.5,98.95833333333334,1,102884.5,4260,"",2.5,0,50,1,33.72,16.13,100,-14.58
"2026-01-05","13:00:00",6911.96,"1 Jan 5 6920 C STO 1.55 | 1 Jan 5 6965 C BTO 0.05",145,6902.05,"2026-01-05","16:00:00",0,"Expired",142.5,98.27586206896551,1,103027,4355,"",2.5,0,31,1,33.72,19.77,100,-20.69
"2026-01-02","13:00:00",6837.67,"1 Jan 2 6855 C STO 2.30 | 1 Jan 2 6900 C BTO 0.15",210,6849.56,"2026-01-02","14:14:00",465,"Stop Loss",-260,-123.80952380952381,1,102802,4290,"",2.5,2.5,15.333,27.333,32.61,-40.44,85.71,-126.19
"2025-12-31","14:45:00",6872.83,"1 Dec 31 6885 C STO 1.70 | 1 Dec 31 6930 C BTO 0.10",155,6845.5,"2025-12-31","16:00:00",0,"Expired",152.5,98.38709677419355,1,102919.5,4345,"",2.5,0,17,1,2.58,-25.99,100,0
"2025-12-31","14:30:00",6877.91,"1 Dec 31 6890 C STO 1.60 | 1 Dec 31 6935 C BTO 0.10",145,6845.5,"2025-12-31","16:00:00",0,"Expired",142.5,98.27586206896551,1,103062,4355,"",2.5,0,16,1,2.58,-20.91,100,0
"2025-12-31","13:00:00",6875.22,"1 Dec 31 6890 C STO 1.90 | 1 Dec 31 6935 C BTO 0.15",170,6884.61,"2025-12-31","13:46:00",380,"Stop Loss",-215,-126.47058823529412,1,102767,4330,"",2.5,2.5,12.667,18.75,2.58,-23.6,11.76,-120.59
"2025-12-18","14:45:00",6772.16,"1 Dec 18 6790 C STO 1.60 | 1 Dec 18 6835 C BTO 0.05",150,6780.08,"2025-12-18","14:51:00",335,"Stop Loss",-190,-126.66666666666666,1,102774.5,4350,"",2.5,2.5,32,61,56.63,-5.9,3.33,-113.33
"2025-12-18","14:30:00",6780.31,"1 Dec 18 6795 C STO 2.25 | 1 Dec 18 6840 C BTO 0.10",210,6774.76,"2025-12-18","16:00:00",0,"Expired",207.5,98.80952380952381,1,102982,4290,"",2.5,0,22.5,1,56.63,2.25,100,-61.9
"2025-12-17","14:45:00",6735.83,"1 Dec 17 6750 C STO 1.80 | 1 Dec 17 6795 C BTO 0.10",165,6721.43,"2025-12-17","16:00:00",0,"Expired",162.5,98.48484848484848,1,102634.5,4335,"",2.5,0,18,1,2.62,-67.05,100,-33.33
"2025-12-17","14:30:00",6733.36,"1 Dec 17 6750 C STO 2.15 | 1 Dec 17 6795 C BTO 0.15",195,6721.43,"2025-12-17","16:00:00",0,"Expired",192.5,98.71794871794873,1,102827,4305,"",2.5,0,14.333,1,2.62,-69.52,100,-20.51
"2025-12-17","13:00:00",6746.61,"1 Dec 17 6785 C STO 1.70 | 1 Dec 17 6830 C BTO 0.25",140,6721.43,"2025-12-17","16:00:00",0,"Expired",137.5,98.21428571428571,1,102964.5,4360,"",2.5,0,6.8,1,2.62,-56.27,100,-39.29
"2025-12-16","14:30:00",6779.47,"1 Dec 16 6795 C STO 1.50 | 1 Dec 16 6840 C BTO 0.10",135,6787.41,"2025-12-16","14:36:00",305,"Stop Loss",-175,-129.62962962962962,1,102472,4365,"",2.5,2.5,15,37,-16.39,-20.65,0,-185.19
"2025-12-16","13:00:00",6765.44,"1 Dec 16 6795 C STO 2.10 | 1 Dec 16 6840 C BTO 0.15",190,6783.41,"2025-12-16","13:43:00",420,"Stop Loss",-235,-123.6842105263158,1,102647,4310,"",2.5,2.5,14,23.333,-16.39,-34.68,42.11,-118.42
"2025-12-15","14:45:00",6815.12,"1 Dec 15 6825 C STO 1.60 | 1 Dec 15 6870 C BTO 0.05",150,6821.28,"2025-12-15","14:56:00",335,"Stop Loss",-190,-126.66666666666666,1,102704.5,4350,"",2.5,2.5,32,64,32.78,-45.07,13.33,-126.67
"2025-12-15","13:00:00",6814.25,"1 Dec 15 6835 C STO 1.95 | 1 Dec 15 6880 C BTO 0.10",180,6816.51,"2025-12-15","16:00:00",0,"Expired",177.5,98.61111111111111,1,102882,4320,"",2.5,0,19.5,1,32.78,-45.94,100,-19.44
