"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Gap","Movement","Max Profit","Max Loss"
"2025-12-05","14:45:00",6869.71,"1 Dec 5 6875 C STO 2.50 | 1 Dec 5 6920 C BTO 0.10",228,6870.4,"2025-12-05","16:00:00",0,"Expired",225.5,98.90350877192982,1,101218,4272,"",2.5,0,25,1,9.2,3.39,100,-95.18
"2025-12-05","14:30:00",6871.27,"1 Dec 5 6880 C STO 1.90 | 1 Dec 5 6925 C BTO 0.10",168,6870.4,"2025-12-05","16:00:00",0,"Expired",165.5,98.51190476190477,1,101383.5,4332,"",2.5,0,19,1,9.2,4.95,100,-39.88
"2025-12-04","14:45:00",6847.42,"1 Dec 4 6855 C STO 2.25 | 1 Dec 4 6900 C BTO 0.05",208,6857.12,"2025-12-04","16:00:00",212,"Expired",-6.5,-3.125,1,100992.5,4292,"",2.5,0,45,28,16.75,-19.05,95.19,-32.21
"2025-12-04","14:30:00",6834.65,"1 Dec 4 6850 C STO 1.85 | 1 Dec 4 6895 C BTO 0.10",163,6847.48,"2025-12-04","14:36:00",355,"Stop Loss",-197,-120.85889570552146,1,100999,4337,"",2.5,2.5,18.5,50,16.75,-31.82,0,-212.88
"2025-12-02","13:00:00",6815.2,"1 Dec 2 6840 C STO 2.15 | 1 Dec 2 6885 C BTO 0.10",193,6838.19,"2025-12-02","14:52:00",420,"Stop Loss",-232,-120.20725388601036,1,101196,4307,"",2.5,2.5,21.5,98,18.33,-15.76,48.19,-203.11
"2025-12-01","14:45:00",6816.56,"1 Dec 1 6830 C STO 1.75 | 1 Dec 1 6875 C BTO 0.05",158,6812.63,"2025-12-01","16:00:00",0,"Expired",155.5,98.41772151898735,1,101272.5,4342,"",2.5,0,35,1,-36.79,4.26,100,-29.75
"2025-12-01","14:30:00",6819.55,"1 Dec 1 6835 C STO 1.75 | 1 Dec 1 6880 C BTO 0.05",158,6812.63,"2025-12-01","16:00:00",0,"Expired",155.5,98.41772151898735,1,101428,4342,"",2.5,0,35,1,-36.79,7.25,100,-26.58
"2025-11-25","14:45:00",6745.49,"1 Nov 25 6755 C STO 1.40 | 1 Nov 25 6800 C BTO 0.05",123,6751.17,"2025-11-25","14:53:00",270,"Stop Loss",-152,-123.57723577235772,1,101354,4377,"",2.5,2.5,28,57,-8.09,48.46,22.76,-135.77
"2025-11-25","14:30:00",6747.38,"1 Nov 25 6755 C STO 2.15 | 1 Nov 25 6800 C BTO 0.05",198,6754.67,"2025-11-25","14:58:00",430,"Stop Loss",-237,-119.6969696969697,1,101117,4302,"",2.5,2.5,43,80,-8.09,50.35,67.17,-137.37
"2025-11-24","14:45:00",6700.14,"1 Nov 24 6710 C STO 2.00 | 1 Nov 24 6755 C BTO 0.10",178,6706.43,"2025-11-24","15:05:00",385,"Stop Loss",-212,-119.10112359550563,1,101345.5,4322,"",2.5,2.5,20,41.5,33.55,63.6,35.39,-127.53
"2025-11-24","14:30:00",6703.83,"1 Nov 24 6715 C STO 1.85 | 1 Nov 24 6760 C BTO 0.10",163,6705.12,"2025-11-24","16:00:00",0,"Expired",160.5,98.46625766871165,1,101506,4337,"",2.5,0,18.5,1,33.55,67.29,100,-38.04
"2025-11-20","13:00:00",6586.96,"1 Nov 20 6700 C STO 1.85 | 1 Nov 20 6745 C BTO 0.70",103,6632.6,"2025-11-20","13:15:00",230,"Stop Loss",-132,-128.15533980582526,1,101557.5,4397,"",2.5,2.5,2.643,4.462,95.77,-150.97,0,-123.3
"2025-11-19","14:45:00",6613.24,"1 Nov 19 6640 C STO 1.70 | 1 Nov 19 6685 C BTO 0.15",143,6625.29,"2025-11-19","14:54:00",315,"Stop Loss",-177,-123.77622377622377,1,101931.5,4357,"",2.5,2.5,11.333,21,8.52,-12.6,12.59,-116.78
"2025-11-19","14:30:00",6613.94,"1 Nov 19 6640 C STO 2.25 | 1 Nov 19 6685 C BTO 0.10",203,6629.92,"2025-11-19","14:55:00",440,"Stop Loss",-242,-119.21182266009853,1,101689.5,4297,"",2.5,2.5,22.5,24.75,8.52,-11.9,38.42,-143.84
"2025-11-18","14:30:00",6645.42,"1 Nov 18 6675 C STO 2.20 | 1 Nov 18 6720 C BTO 0.15",193,6653.12,"2025-11-18","14:38:00",420,"Stop Loss",-232,-120.20725388601036,1,102108.5,4307,"",2.5,2.5,14.667,20.667,-31.22,4.23,24.87,-112.44
"2025-11-17","14:45:00",6661.79,"1 Nov 17 6690 C STO 2.00 | 1 Nov 17 6735 C BTO 0.15",173,6672.41,"2025-11-17","16:00:00",0,"Expired",170.5,98.55491329479769,1,102019.5,4327,"",2.5,0,13.333,1,-20.5,-51.82,100,0
"2025-11-17","14:30:00",6674.78,"1 Nov 17 6705 C STO 1.95 | 1 Nov 17 6750 C BTO 0.15",168,6672.41,"2025-11-17","16:00:00",0,"Expired",165.5,98.51190476190477,1,102185,4332,"",2.5,0,13,1,-20.5,-38.83,100,0
"2025-11-17","13:00:00",6708.95,"1 Nov 17 6745 C STO 1.85 | 1 Nov 17 6790 C BTO 0.15",158,6672.41,"2025-11-17","16:00:00",0,"Expired",155.5,98.41772151898735,1,102340.5,4342,"",2.5,0,12.333,1,-20.5,-4.66,100,-17.09
"2025-11-14","13:00:00",6758.25,"1 Nov 14 6795 C STO 1.70 | 1 Nov 14 6840 C BTO 0.15",143,6734.11,"2025-11-14","16:00:00",0,"Expired",140.5,98.25174825174825,1,101849,4357,"",2.5,0,11.333,1,-65.35,86.11,100,-1.4
"2025-11-13","13:00:00",6760.12,"1 Nov 13 6805 C STO 1.95 | 1 Nov 13 6850 C BTO 0.25",158,6737.49,"2025-11-13","16:00:00",0,"Expired",155.5,98.41772151898735,1,101708.5,4342,"",2.5,0,7.8,1,-24.45,-66.35,100,-23.42
"2025-11-12","14:45:00",6848.79,"1 Nov 12 6860 C STO 1.80 | 1 Nov 12 6905 C BTO 0.05",163,6858.14,"2025-11-12","15:34:00",355,"Stop Loss",-197,-120.85889570552146,1,101745,4337,"",2.5,2.5,36,63,21.16,-18.98,69.33,-133.13
