"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2025-02-04","10:30:00",6025,"3 Feb 4 6010 P BTO 8.55 | 3 Feb 4 6025 C BTO 14.15 | 3 Feb 4 6055 C STO 3.05 | 3 Feb 4 5980 P STO 3.05",-1670,6037.88,"2025-02-04","16:00:00",-1288,"Expired",-1167.36,-23.300598802395207,3,201222,5010,"",21.36,0.27,0.008,17.45,16.87,3.57,26.86,9.28,-52.69
"2025-01-31","12:23:00",6112.22,"4 Jan 31 6095 P BTO 3.35 | 4 Jan 31 6110 C BTO 9.60 | 4 Jan 31 6145 C STO 0.40 | 4 Jan 31 6065 P STO 0.75",-1190,6040.53,"2025-01-31","16:00:00",-3000,"Expired",7211.52,151.5025210084034,4,202389.36,4760,"",28.48,0.09,0.471,15.07,16.67,25.62,15.43,152.1,-23.53
"2025-01-30","11:47:00",6053.36,"3 Jan 30 6040 P BTO 5.55 | 3 Jan 30 6055 C BTO 9.05 | 3 Jan 30 6085 C STO 1.15 | 3 Jan 30 6010 P STO 1.20",-1235,6071.17,"2025-01-30","16:00:00",-1617,"Expired",1124.64,30.354655870445345,3,195177.84,3705,"",21.36,0.16,0.007,15.59,15.87,11.44,2.61,115.79,-50.2
"2025-01-28","10:30:00",6046.21,"3 Jan 28 6030 P BTO 7.30 | 3 Jan 28 6045 C BTO 12.60 | 3 Jan 28 6075 C STO 2.30 | 3 Jan 28 6000 P STO 2.25",-1545,6067.7,"2025-01-28","16:00:00",-2270,"Expired",2153.64,46.464724919093854,3,194053.2,4635,"",21.36,0.23,0.005,16.93,16.35,14.69,19.24,66.67,-23.3
"2025-01-24","10:30:00",6113.67,"4 Jan 24 6100 P BTO 3.65 | 4 Jan 24 6115 C BTO 7.90 | 4 Jan 24 6145 C STO 0.65 | 4 Jan 24 6070 P STO 0.90",-1010,6101.24,"2025-01-24","16:00:00",0,"Expired",-4068.48,-100.7049504950495,4,191899.56,4040,"",28.48,0.13,0.5,14.71,14.8,2.72,-7.76,12.38,-100
"2025-01-23","10:30:00",6079.17,"4 Jan 23 6065 P BTO 4.15 | 4 Jan 23 6080 C BTO 7.65 | 4 Jan 23 6110 C STO 0.50 | 4 Jan 23 6035 P STO 1.10",-1030,6118.71,"2025-01-23","16:00:00",-3000,"Expired",7851.52,190.5708737864078,4,195968.04,4120,"",28.48,0.14,0.235,14.87,14.96,-10.05,2.85,191.75,-1.46
"2025-01-21","10:30:00",6024.35,"3 Jan 21 6010 P BTO 6.30 | 3 Jan 21 6025 C BTO 10.85 | 3 Jan 21 6055 C STO 1.45 | 3 Jan 21 5980 P STO 1.80",-1400,6049.24,"2025-01-21","16:00:00",-2424,"Expired",3050.64,72.63428571428572,3,188116.52,4200,"",21.36,0.19,0.004,15.38,15.32,17.46,10.23,81.79,-21.79
"2025-01-17","10:30:00",5990.72,"3 Jan 17 5975 P BTO 6.10 | 3 Jan 17 5990 C BTO 12.35 | 3 Jan 17 6020 C STO 1.80 | 3 Jan 17 5945 P STO 1.85",-1490,5996.66,"2025-01-17","16:00:00",-666,"Expired",-2493.36,-55.77986577181208,3,185065.88,4470,"",21.36,0.2,0.016,15.65,15.94,58.06,-4.68,49.33,-64.77
"2025-01-16","10:57:00",5949.29,"3 Jan 16 5935 P BTO 7.20 | 3 Jan 16 5950 C BTO 11.90 | 3 Jan 16 5980 C STO 2.20 | 3 Jan 16 5905 P STO 2.05",-1495,5937.34,"2025-01-16","16:00:00",0,"Expired",-4506.36,-100.476254180602,3,187559.24,4485,"",21.36,0.22,1,15.91,16.27,13.7,-14.32,18.73,-100
"2025-01-15","10:30:00",5943.88,"2 Jan 15 5930 P BTO 9.05 | 2 Jan 15 5945 C BTO 13.70 | 2 Jan 15 5975 C STO 2.65 | 2 Jan 15 5900 P STO 3.55",-1665,5949.91,"2025-01-15","16:00:00",-491,"Expired",-2362.24,-70.93813813813813,2,192065.6,3330,"",14.24,0.27,0.02,16.42,16.13,62.3,38.67,0,-70.51
"2025-01-14","10:30:00",5852.64,"2 Jan 14 5840 P BTO 10.55 | 2 Jan 14 5855 C BTO 14.50 | 2 Jan 14 5880 C STO 5.20 | 2 Jan 14 5810 P STO 3.45",-1650,5842.91,"2025-01-14","16:00:00",0,"Expired",-3314.24,-100.43151515151514,2,194427.84,3300,"",14.24,0.35,0.5,18.52,18.92,23.05,-6.63,30.91,-100
"2025-01-03","10:34:00",5907.92,"3 Jan 3 5895 P BTO 9.65 | 3 Jan 3 5910 C BTO 13.50 | 3 Jan 3 5935 C STO 4.25 | 3 Jan 3 5865 P STO 3.35",-1565,5942.47,"2025-01-03","16:00:00",-2500,"Expired",2783.64,59.289456869009584,3,197742.08,4695,"",21.36,0.33,0.231,17.19,16.13,22.52,16.85,60.7,-11.18
"2025-01-02","11:41:00",5907.07,"3 Jan 2 5890 P BTO 6.70 | 3 Jan 2 5905 C BTO 14.55 | 3 Jan 2 5935 C STO 3.45 | 3 Jan 2 5865 P STO 2.35",-1555,5868.55,"2025-01-02","16:00:00",-2145,"Expired",1748.64,37.484244372990354,3,194958.44,4665,"",21.36,0.27,0.005,17.06,17.99,21.63,3.81,51.13,-15.43
"2024-12-20","10:30:00",5895.64,"2 Dec 20 5880 P BTO 11.80 | 2 Dec 20 5895 C BTO 18.65 | 2 Dec 20 5925 C STO 7.30 | 2 Dec 20 5850 P STO 4.50",-1875,5930.85,"2024-12-20","16:00:00",-3000,"Expired",2235.76,59.62026666666668,2,193209.8,3750,"",14.24,0.39,0.271,20.33,18.18,-25.08,53.64,60,0
"2024-12-18","10:30:00",6060.62,"2 Dec 18 6045 P BTO 8.35 | 2 Dec 18 6060 C BTO 14.85 | 2 Dec 18 6090 C STO 3.70 | 2 Dec 18 6015 P STO 2.20",-1740,5872.16,"2024-12-18","16:00:00",-3000,"Expired",2505.76,72.00459770114944,2,190974.04,3480,"",14.24,0.25,0.855,15.3,24.09,-2.96,12.97,81.32,-19.54
"2024-12-10","10:33:00",6062.28,"5 Dec 10 6045 P BTO 1.65 | 5 Dec 10 6060 C BTO 7.70 | 5 Dec 10 6095 C STO 0.25 | 5 Dec 10 6015 P STO 0.35",-885,6034.91,"2024-12-10","16:00:00",-1009,"Expired",584.4,13.206779661016949,5,188468.28,4425,"",35.6,0.06,0.009,13.99,14.24,4.74,4.69,54.8,-79.1
"2024-12-06","11:37:00",6091.7,"6 Dec 6 6075 P BTO 1.40 | 6 Dec 6 6090 C BTO 6.70 | 6 Dec 6 6120 C STO 0.20 | 6 Dec 6 6045 P STO 0.35",-765,6090.27,"2024-12-06","16:00:00",-27,"Expired",-4470.72,-97.40130718954248,6,187883.88,4590,"",42.72,0.07,0.5,12.91,12.73,6.27,10.32,0,-97.39
"2024-11-29","10:30:00",6025.32,"7 Nov 29 6010 P BTO 1.55 | 7 Nov 29 6025 C BTO 5.65 | 7 Nov 29 6055 C STO 0.20 | 7 Nov 29 5980 P STO 0.25",-685,6032.38,"2024-11-29","13:00:00",-738,"Expired",321.16,6.697810218978102,7,192354.6,4795,"",49.84,0.06,0.01,13.58,13.55,5.24,21.34,175.18,-7.3
"2024-11-26","10:30:00",5999.14,"4 Nov 26 5985 P BTO 3.85 | 4 Nov 26 6000 C BTO 8.70 | 4 Nov 26 6030 C STO 0.55 | 4 Nov 26 5955 P STO 0.95",-1115,6021.63,"2024-11-26","16:00:00",-2163,"Expired",4163.52,93.35246636771302,4,192033.44,4460,"",28.48,0.12,0.004,14.14,14.11,12.66,-0.89,110.31,-31.84
"2024-11-25","10:30:00",6003.03,"4 Nov 25 5990 P BTO 4.00 | 4 Nov 25 6005 C BTO 7.85 | 4 Nov 25 6035 C STO 0.75 | 4 Nov 25 5960 P STO 0.85",-1035,5987.37,"2024-11-25","16:00:00",-263,"Expired",-3116.48,-75.27729468599034,4,187869.92,4140,"",28.48,0.14,0.028,14.7,14.78,22.94,10.75,94.2,-74.59
"2024-11-22","10:32:00",5955.87,"3 Nov 22 5940 P BTO 5.90 | 3 Nov 22 5955 C BTO 13.10 | 3 Nov 22 5985 C STO 2.45 | 3 Nov 22 5910 P STO 1.75",-1490,5969.34,"2024-11-22","16:00:00",-1434,"Expired",-189.36,-4.236241610738255,3,190986.4,4470,"",21.36,0.22,0.007,16.28,15.44,-4.35,11.51,24.16,-67.45
"2024-11-14","10:38:00",5982.82,"4 Nov 14 5970 P BTO 4.80 | 4 Nov 14 5985 C BTO 8.25 | 4 Nov 14 6015 C STO 0.95 | 4 Nov 14 5940 P STO 1.00",-1120,5949.17,"2024-11-14","16:00:00",-2083,"Expired",3823.52,85.34642857142856,4,191175.76,4480,"",28.48,0.15,0.005,13.85,14.06,4.3,-6.86,121.43,-56.25
"2024-11-07","10:58:00",5967.1,"2 Nov 7 5950 P BTO 8.15 | 2 Nov 7 5965 C BTO 15.30 | 2 Nov 7 5995 C STO 3.55 | 2 Nov 7 5920 P STO 2.65",-1735,5973.1,"2024-11-07","16:00:00",-810,"Expired",-1864.24,-53.72449567723343,2,187352.24,3470,"",14.24,0.26,0.011,15.24,15.2,18.17,19.89,5.19,-68.3
"2024-11-05","10:30:00",5756.95,"2 Nov 5 5745 P BTO 7.55 | 2 Nov 5 5755 C BTO 13.30 | 2 Nov 5 5785 C STO 2.20 | 2 Nov 5 5715 P STO 2.70",-1605,5782.76,"2024-11-05","16:00:00",-2776,"Expired",2327.76,72.5158878504673,2,189216.48,3210,"",14.24,0.24,0.005,20.54,20.57,9.74,34.52,72.96,-16.51
"2024-11-01","10:30:00",5771.74,"3 Nov 1 5755 P BTO 5.35 | 3 Nov 1 5770 C BTO 12.40 | 3 Nov 1 5800 C STO 1.95 | 3 Nov 1 5730 P STO 1.90",-1400,5728.8,"2024-11-01","16:00:00",-2500,"Expired",3278.64,78.06285714285714,3,186888.72,4200,"",21.36,0.22,0.052,21.19,22.06,17.77,48.52,78.57,-43.93
"2024-10-17","11:58:00",5863.42,"4 Oct 17 5850 P BTO 3.35 | 4 Oct 17 5865 C BTO 7.00 | 4 Oct 17 5895 C STO 0.55 | 4 Oct 17 5820 P STO 0.55",-935,5841.47,"2024-10-17","16:00:00",-853,"Expired",-356.48,-9.531550802139039,4,183610.08,3740,"",28.48,0.11,0.012,19.07,19.08,33.15,-12.2,9.63,-74.87
"2024-10-11","10:58:00",5813.16,"4 Oct 11 5800 P BTO 5.15 | 4 Oct 11 5815 C BTO 9.00 | 4 Oct 11 5840 C STO 1.35 | 4 Oct 11 5770 P STO 1.50",-1140,5815.03,"2024-10-11","16:00:00",-3,"Expired",-4576.48,-100.36140350877191,4,183966.56,4560,"",28.48,0.2,0.133,20.59,20.5,-4.96,38.07,2.19,-99.74
"2024-10-08","10:30:00",5729.3,"3 Oct 8 5715 P BTO 6.00 | 3 Oct 8 5730 C BTO 9.80 | 3 Oct 8 5760 C STO 1.00 | 3 Oct 8 5685 P STO 1.65",-1325,5751.13,"2024-10-08","16:00:00",-2113,"Expired",2342.64,58.93433962264151,3,188543.04,3975,"",21.36,0.17,0.005,21.54,21.43,23.2,10.16,96.23,-25.66
"2024-10-04","12:03:00",5726.03,"3 Oct 4 5710 P BTO 5.85 | 3 Oct 4 5725 C BTO 11.90 | 3 Oct 4 5755 C STO 1.75 | 3 Oct 4 5685 P STO 2.00",-1410,5751.07,"2024-10-04","16:00:00",-2607,"Expired",3569.64,84.38865248226949,3,186200.4,4230,"",21.36,0.21,0.004,19.03,18.64,37.54,-11.45,93.62,-46.1
"2024-09-09","10:30:00",5454.36,"2 Sep 9 5440 P BTO 10.00 | 2 Sep 9 5455 C BTO 14.90 | 2 Sep 9 5480 C STO 4.60 | 2 Sep 9 5415 P STO 4.65",-1575,5471.05,"2024-09-09","16:00:00",-1605,"Expired",45.76,1.4526984126984126,2,182630.76,3150,"",14.24,0.37,0.006,20.43,19.59,33.65,12.29,31.43,-71.75
"2024-09-05","10:30:00",5538.76,"3 Sep 5 5525 P BTO 7.90 | 3 Sep 5 5540 C BTO 11.80 | 3 Sep 5 5565 C STO 3.05 | 3 Sep 5 5495 P STO 2.40",-1435,5503.41,"2024-09-05","16:00:00",-2159,"Expired",2150.64,49.95679442508711,3,182585,4305,"",21.36,0.28,0.005,19.48,19.98,0.01,18.68,97.56,-31.01
"2024-08-30","10:30:00",5622.53,"3 Aug 30 5610 P BTO 7.55 | 3 Aug 30 5625 C BTO 11.10 | 3 Aug 30 5650 C STO 2.60 | 3 Aug 30 5580 P STO 2.05",-1410,5648.4,"2024-08-30","16:00:00",-2340,"Expired",2768.64,65.45248226950355,3,180434.36,4230,"",21.36,0.25,0.044,15.22,14.82,20.78,9.79,65.96,-63.12
"2024-08-29","10:30:00",5626.55,"2 Aug 29 5610 P BTO 6.20 | 2 Aug 29 5625 C BTO 13.90 | 2 Aug 29 5655 C STO 2.55 | 2 Aug 29 5585 P STO 2.20",-1545,5591.96,"2024-08-29","16:00:00",-1804,"Expired",503.76,16.302912621359223,2,177665.72,3090,"",14.24,0.24,0.006,15.37,15.93,15.12,19.25,33.66,-58.25
"2024-08-23","10:30:00",5638.49,"2 Aug 23 5625 P BTO 10.20 | 2 Aug 23 5640 C BTO 14.60 | 2 Aug 23 5665 C STO 4.70 | 2 Aug 23 5595 P STO 3.75",-1645,5634.61,"2024-08-23","16:00:00",0,"Expired",-3304.24,-100.43282674772036,2,177161.96,3290,"",14.24,0.34,1,16.15,15.72,31.85,36,42.25,-100
"2024-08-15","10:30:00",5517.27,"2 Aug 15 5505 P BTO 6.90 | 2 Aug 15 5515 C BTO 11.90 | 2 Aug 15 5545 C STO 1.45 | 2 Aug 15 5475 P STO 2.10",-1535,5543.22,"2024-08-15","16:00:00",-2822,"Expired",2559.76,83.3798045602606,2,180466.2,3070,"",14.24,0.19,0.004,14.9,15.18,45.92,16.14,83.84,-3.26
